,user_id,segment_RFM,recency,frequency,monetary,perks_RFM,segment_behavior,perks_behavior,rate_discount_trip,season_top,month_top
2257,527750,hibernating,2,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,hot opportunitst,spring,1
2258,527782,hibernating,2,2,760.79,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,summer,1
2259,527783,hibernating,2,1,2308.37,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
2260,527801,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
2261,527824,at_risk,2,4,2343.71,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,summer,1
2262,527850,at_risk,2,3,1273.13,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,autumn,2
2263,527857,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2264,527886,hibernating,2,2,731.71,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
2265,527928,cant_lose,2,5,2134.6800000000003,Provide exclusive offers or early access to new products/services to maintain their engagement.,Friend Relaxer,Discounts for bookings on short stays.,cold opportunist,spring,1
2266,527944,cant_lose,2,5,3673.45,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,spring,1
2267,527945,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,cold opportunist,spring,0
2268,527984,at_risk,2,3,2567.76,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",cold opportunist,summer,2
2269,527987,cant_lose,2,5,1554.75,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,1
2270,527995,at_risk,2,4,448.16,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,1
2271,528020,at_risk,2,4,4724.77,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,cold opportunist,spring,1
2272,528028,cant_lose,2,5,6608.46,Provide exclusive offers or early access to new products/services to maintain their engagement.,Friend Explorer,Reduced rates for extended stays.,lukewarm opportunit,spring,2
2273,528046,hibernating,2,1,1293.61,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",lukewarm opportunit,spring,1
2274,528061,hibernating,2,1,6273.42,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Explorer,Reduced rates for extended stays.,lukewarm opportunit,summer,1
2275,528098,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
2276,528105,at_risk,2,4,2849.54,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,spring,1
2277,528122,at_risk,2,3,7585.150000000001,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Excursion,"Reduced rates for accommodation, meals, and activities.",hot opportunitst,autumn,2
2278,528137,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
2279,528139,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2280,528158,hibernating,2,2,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,summer,1
2281,528164,at_risk,2,4,2127.87,Implement targeted re-engagement campaigns to remind them of your value proposition.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",hot opportunitst,spring,2
2282,528179,hibernating,2,2,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,hot opportunitst,spring,1
2283,528186,at_risk,2,3,2140.1000000000004,Implement targeted re-engagement campaigns to remind them of your value proposition.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,summer,1
2284,528193,hibernating,2,1,2571.51,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",lukewarm opportunit,spring,1
2285,528216,at_risk,2,4,1257.9699999999998,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,2
2286,528242,cant_lose,2,5,794.53,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,spring,1
2287,528244,cant_lose,2,5,1800.81,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,spring,1
2288,528248,hibernating,2,2,680.56,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,cold opportunist,spring,1
2289,528281,at_risk,2,3,1075.59,Implement targeted re-engagement campaigns to remind them of your value proposition.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",lukewarm opportunit,summer,2
2290,528322,at_risk,2,4,4027.25,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,spring,1
2291,528330,one timer,2,0,1058.54,Implement an onboarding email series to introduce them to your products/services.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,hot opportunitst,spring,1
2292,528354,hibernating,2,2,1329.17,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,summer,1
2293,528372,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2294,528378,one timer,2,0,739.06,Implement an onboarding email series to introduce them to your products/services.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2295,528379,cant_lose,2,5,722.8,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,1
2296,528411,cant_lose,2,5,2244.87,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,1
2297,528413,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
2298,528417,hibernating,2,1,502.28,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
2299,528421,at_risk,2,4,2614.92,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Explorer,Reduced rates for extended stays.,hot opportunitst,autumn,2
2300,528455,hibernating,2,1,2844.85,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,summer,1
2301,528461,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
2302,528490,hibernating,2,2,2173.99,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,summer,1
2303,528500,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,1
2304,528522,hibernating,2,1,1700.12,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,cold opportunist,spring,1
2305,528528,one timer,2,0,801.81,Implement an onboarding email series to introduce them to your products/services.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2306,528542,at_risk,2,3,6901.68,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Explorer,Reduced rates for extended stays.,hot opportunitst,spring,1
2307,528567,at_risk,2,4,4496.81,Implement targeted re-engagement campaigns to remind them of your value proposition.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",cold opportunist,spring,2
2308,528580,hibernating,2,2,923.56,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Explorer,Reduced rates for extended stays.,lukewarm opportunit,summer,1
2309,528612,cant_lose,2,5,931.58,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,2
2310,528657,at_risk,2,3,5373.13,Implement targeted re-engagement campaigns to remind them of your value proposition.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",lukewarm opportunit,summer,1
2311,528661,at_risk,2,3,1315.37,Implement targeted re-engagement campaigns to remind them of your value proposition.,Solo Casual Traveller,Short trip packages for popular destinations.,cold opportunist,spring,1
2312,528683,at_risk,2,4,3130.63,Implement targeted re-engagement campaigns to remind them of your value proposition.,Lambda Traveller,Last-Minute Deals,hot opportunitst,spring,1
2313,528688,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2314,528690,hibernating,2,2,2122.5,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Excursion,"Reduced rates for accommodation, meals, and activities.",cold opportunist,spring,2
2315,528706,at_risk,2,4,763.9,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,1
2316,528723,at_risk,2,3,5295.48,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",lukewarm opportunit,summer,1
2317,528735,hibernating,2,1,3130.54,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",hot opportunitst,spring,1
2318,528743,hibernating,2,1,2648.88,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Escapade,Special rates on short stays.,lukewarm opportunit,spring,1
2319,528744,hibernating,2,2,1961.35,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,spring,2
2320,528777,at_risk,2,4,942.87,Implement targeted re-engagement campaigns to remind them of your value proposition.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",lukewarm opportunit,spring,1
2321,528816,at_risk,2,4,16566.69,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",lukewarm opportunit,spring,2
2322,528826,cant_lose,2,5,1003.59,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,1
2323,528827,hibernating,2,2,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,summer,1
2324,528828,cant_lose,2,5,599.83,Provide exclusive offers or early access to new products/services to maintain their engagement.,Lambda Traveller,Last-Minute Deals,lukewarm opportunit,spring,2
2325,528829,hibernating,2,2,1681.74,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,cold opportunist,summer,1
2326,528839,cant_lose,2,5,0.0,Provide exclusive offers or early access to new products/services to maintain their engagement.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2327,528842,cant_lose,2,5,0.0,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,2
2328,528844,hibernating,2,1,1401.83,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Relaxer,Discounts for bookings on short stays.,lukewarm opportunit,spring,1
2329,528906,one timer,2,0,445.86,Implement an onboarding email series to introduce them to your products/services.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,lukewarm opportunit,spring,1
2330,528909,at_risk,2,3,0.0,Implement targeted re-engagement campaigns to remind them of your value proposition.,Lambda Traveller,Last-Minute Deals,lukewarm opportunit,spring,1
2331,528929,cant_lose,2,5,2238.01,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,1
2332,528930,hibernating,2,1,750.7,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
2333,528936,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,cold opportunist,spring,0
2334,528942,cant_lose,2,5,2950.32,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,2
2335,528953,cant_lose,2,5,1515.63,Provide exclusive offers or early access to new products/services to maintain their engagement.,Lambda Traveller,Last-Minute Deals,hot opportunitst,spring,1
2336,528965,hibernating,2,1,1186.67,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,cold opportunist,spring,1
2337,528967,at_risk,2,3,1134.65,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,spring,1
2338,528995,at_risk,2,4,4653.14,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,spring,1
2339,528999,cant_lose,2,5,2801.71,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,hot opportunitst,spring,2
2340,529019,at_risk,2,4,7176.2300000000005,Implement targeted re-engagement campaigns to remind them of your value proposition.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",hot opportunitst,spring,2
2341,529023,hibernating,2,2,3063.17,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
2342,529048,one timer,2,0,1005.46,Implement an onboarding email series to introduce them to your products/services.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,lukewarm opportunit,spring,1
2343,529050,hibernating,2,1,2363.19,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
2344,529082,one timer,2,0,1253.12,Implement an onboarding email series to introduce them to your products/services.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,hot opportunitst,spring,1
2345,529205,at_risk,2,3,2199.35,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,autumn,1
2346,529214,cant_lose,2,5,1580.93,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,1
2347,529216,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2348,529224,at_risk,2,4,3945.07,Implement targeted re-engagement campaigns to remind them of your value proposition.,Lambda Traveller,Last-Minute Deals,cold opportunist,autumn,2
2349,529229,hibernating,2,1,4366.52,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Explorer,Reduced rates for extended stays.,lukewarm opportunit,spring,1
2350,529231,cant_lose,2,5,795.34,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,cold opportunist,spring,1
2351,529237,at_risk,2,3,599.19,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,spring,1
2352,529249,hibernating,2,1,570.06,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,summer,1
2353,529284,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,cold opportunist,spring,0
2354,529309,at_risk,2,3,3198.5,Implement targeted re-engagement campaigns to remind them of your value proposition.,Lambda Traveller,Last-Minute Deals,hot opportunitst,autumn,1
2355,529332,cant_lose,2,5,3106.64,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,hot opportunitst,spring,1
2356,529338,at_risk,2,4,3825.27,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,cold opportunist,autumn,2
2357,529362,cant_lose,2,5,1953.38,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,2
2358,529406,hibernating,2,2,2375.08,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,summer,1
2359,529420,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,lukewarm opportunit,spring,0
2360,529421,at_risk,2,4,4184.5,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,summer,2
2361,529422,hibernating,2,2,683.61,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Escapade,Special rates on short stays.,hot opportunitst,spring,1
2362,529424,hibernating,2,1,679.34,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",lukewarm opportunit,summer,1
2363,529428,hibernating,2,1,409.15,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
2364,529436,at_risk,2,4,1734.5,Implement targeted re-engagement campaigns to remind them of your value proposition.,Intimate Escapade,Special rates on short stays.,hot opportunitst,spring,1
2365,529488,hibernating,2,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,spring,1
2366,529501,hibernating,2,2,639.48,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,summer,1
2367,529502,hibernating,2,2,531.5699999999999,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,summer,1
2368,529510,cant_lose,2,5,429.29,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,1
2369,529513,at_risk,2,4,2892.44,Implement targeted re-engagement campaigns to remind them of your value proposition.,Lambda Traveller,Last-Minute Deals,hot opportunitst,autumn,1
2370,529520,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Familly Mousy Adventure,Free baggage.,lukewarm opportunit,spring,1
2371,529566,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2372,529602,hibernating,2,1,3476.56,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",lukewarm opportunit,spring,2
2373,529677,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2374,529678,at_risk,2,4,1877.4,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,spring,1
2375,529689,cant_lose,2,5,942.73,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,hot opportunitst,spring,1
2376,529695,at_risk,2,4,3480.15,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,cold opportunist,autumn,1
2377,529704,hibernating,2,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2378,529734,at_risk,2,4,3815.56,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,summer,2
2379,529737,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,cold opportunist,spring,0
2380,529768,at_risk,2,4,1426.74,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,summer,1
2381,529781,cant_lose,2,5,185.24,Provide exclusive offers or early access to new products/services to maintain their engagement.,Lambda Traveller,Last-Minute Deals,hot opportunitst,spring,1
2382,529783,hibernating,2,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,hot opportunitst,spring,1
2383,529787,cant_lose,2,5,1265.4299999999998,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,spring,2
2384,529801,at_risk,2,3,3562.0600000000004,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,autumn,1
2385,529831,at_risk,2,4,3849.57,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,cold opportunist,autumn,1
2386,529840,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,lukewarm opportunit,spring,1
2387,529845,cant_lose,2,5,1098.3200000000002,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,hot opportunitst,spring,1
2388,529857,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
2389,529879,at_risk,2,4,2523.38,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,spring,2
2390,529887,one timer,2,0,826.21,Implement an onboarding email series to introduce them to your products/services.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,hot opportunitst,spring,1
2391,529913,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,lukewarm opportunit,spring,0
2392,529940,hibernating,2,2,242.99,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
2393,529972,at_risk,2,4,2246.62,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",hot opportunitst,spring,1
2394,530004,cant_lose,2,5,0.0,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,hot opportunitst,spring,2
2395,530039,hibernating,2,2,5089.11,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Relaxer,Discounts for bookings on short stays.,lukewarm opportunit,summer,1
2396,530090,cant_lose,2,5,530.15,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,1
2397,530118,at_risk,2,3,2125.94,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,autumn,1
2398,530188,at_risk,2,3,5485.22,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Explorer,Reduced rates for extended stays.,lukewarm opportunit,spring,1
2399,530196,hibernating,2,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",hot opportunitst,summer,1
2400,530199,hibernating,2,2,310.54,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",hot opportunitst,spring,1
2401,530213,hibernating,2,2,1514.66,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,cold opportunist,summer,1
2402,530223,hibernating,2,1,392.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,cold opportunist,spring,1
2403,530240,at_risk,2,4,2064.08,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",lukewarm opportunit,spring,1
2404,530277,at_risk,2,3,5073.13,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",lukewarm opportunit,summer,2
2405,530278,hibernating,2,2,1047.37,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,summer,1
2406,530282,at_risk,2,3,1983.32,Implement targeted re-engagement campaigns to remind them of your value proposition.,Lambda Traveller,Last-Minute Deals,lukewarm opportunit,autumn,1
2407,530298,hibernating,2,2,583.6700000000001,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,hot opportunitst,spring,1
2408,530315,cant_lose,2,5,526.9,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,2
2409,530322,cant_lose,2,5,2242.87,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,spring,1
2410,530329,lost,2,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,hot opportunitst,spring,1
2411,530365,hibernating,2,1,403.76,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
2412,530371,hibernating,2,2,831.52,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,lukewarm opportunit,spring,1
2413,530374,cant_lose,2,5,757.94,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,hot opportunitst,spring,1
2414,530379,one timer,2,0,360.8,Implement an onboarding email series to introduce them to your products/services.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,hot opportunitst,spring,1
